"Year","Temp","Carryover","TDM"
1965,55,"1800",0.0129188256623144
1966,55,"1800",0.019699844381234
1967,55,"1800",0.0551263373418255
1968,55,"1800",0.0468780608464423
1969,55,"1800",0.0122416603070459
1970,55,"1800",0.00393630667996997
1971,55,"1800",0.00998668260368032
1972,55,"1800",0.040988482268725
1973,55,"1800",0.00456758385992396
1974,55,"1800",0.0136969646793413
1975,55,"1800",0.00732555654955674
1976,55,"1800",0.139605901481769
1977,55,"1800",0.997150834868314
1978,55,"1800",0.0101176710311535
1979,55,"1800",0.13321867736769
1980,55,"1800",0.00265604352236272
1981,55,"1800",0.111439007480302
1982,55,"1800",0.121885594936454
1983,55,"1800",0.0263691866457372
1984,55,"1800",0.00292304442080957
1985,55,"1800",0.0599357030367458
1986,55,"1800",0.00616334376103565
1987,55,"1800",0.0720302855588979
1988,55,"1800",0.115673159717435
1989,55,"1800",0.0455873441825658
1990,55,"1800",0.65721196607431
1991,55,"1800",0.602346049105196
1992,55,"1800",0.433671604752599
1993,55,"1800",0.0415439233968683
1994,55,"1800",0.406916090335098
1995,55,"1800",0.046946009153098
1996,55,"1800",0.0223510236304684
1997,55,"1800",0.00667337621219832
1998,55,"1800",0.00309032333345496
1999,55,"1800",0.0185938425566413
2000,55,"1800",0.00830034616266808
2001,55,"1800",0.102109557994694
2002,55,"1800",0.0713007359557956
1922,53,"1900",0.000509889259164978
1923,53,"1900",0.469617573133353
1924,53,"1900",0.989916004178926
1925,53,"1900",0
1926,53,"1900",0.352770753960358
1927,53,"1900",0
1928,53,"1900",0.283904643174889
1929,53,"1900",0.857721827762043
1930,53,"1900",0
1931,53,"1900",0.987503075418841
1932,53,"1900",8.83599668077834e-05
1933,53,"1900",0.757169195437706
1934,53,"1900",0.427695855339672
1935,53,"1900",0
1936,53,"1900",0
1937,53,"1900",0.0260314356442183
1938,53,"1900",0
1939,53,"1900",0.879828904695295
1940,53,"1900",0.153634750883357
1941,53,"1900",0
1942,53,"1900",0
1943,53,"1900",0
1944,53,"1900",0.300927847464663
1945,53,"1900",0.000160394501364291
1946,53,"1900",0
1947,53,"1900",0.613759111996599
1948,53,"1900",0
1949,53,"1900",0
1950,53,"1900",0.0079998129476368
1951,53,"1900",1.96346740119011e-06
1952,53,"1900",0
1953,53,"1900",0
1954,53,"1900",0
1955,53,"1900",0.113403237860888
1956,53,"1900",0
1957,53,"1900",0
1958,53,"1900",7.76397152581977e-05
1959,53,"1900",0.19999673280721
1960,53,"1900",0.0410274319959962
1961,53,"1900",0
1962,53,"1900",0.000593532726266364
1963,53,"1900",1.95668835885636e-05
1964,53,"1900",0.283018273708386
1965,53,"1900",0
1966,53,"1900",0
1967,53,"1900",0
1968,53,"1900",0
1969,53,"1900",0
1970,53,"1900",0
1971,53,"1900",0
1972,53,"1900",0
1973,53,"1900",0
1974,53,"1900",0
1975,53,"1900",0
1976,53,"1900",0.569714612717127
1977,53,"1900",0.997397695295373
1978,53,"1900",0
1979,53,"1900",0.193197099227294
1980,53,"1900",0
1981,53,"1900",0.265897230812247
1982,53,"1900",0.00416341915365965
1983,53,"1900",0
1984,53,"1900",0
1985,53,"1900",0.480021910881706
1986,53,"1900",0
1987,53,"1900",0.601472708080887
1988,53,"1900",0.561947914976849
1989,53,"1900",0.169912218246534
1990,53,"1900",0.891536998911149
1991,53,"1900",0.82113867883905
1992,53,"1900",0.733137268845227
1993,53,"1900",0
1994,53,"1900",0.822545544212202
1995,53,"1900",0
1996,53,"1900",0.000340795050847882
1997,53,"1900",0.0065807410425026
1998,53,"1900",0.02394552183376
1999,53,"1900",0
2000,53,"1900",0.0532789362954652
2001,53,"1900",0.548655706866224
2002,53,"1900",0.000610730841031492
1922,54,"1900",0.000512608885930503
1923,54,"1900",0.0699826611728416
1924,54,"1900",0.986312790691202
1925,54,"1900",0
1926,54,"1900",0.0395159541753967
1927,54,"1900",0
1928,54,"1900",0.0312017054776996
1929,54,"1900",0.742972068597626
1930,54,"1900",0.00432170917843307
1931,54,"1900",0.981252340709416
1932,54,"1900",0.00362095609022927
1933,54,"1900",0.5950138144473
1934,54,"1900",0.0722280513365558
1935,54,"1900",0.00108893708998097
1936,54,"1900",0.00120764899918682
1937,54,"1900",0.000692255636630587
1938,54,"1900",9.69404194484217e-05
1939,54,"1900",0.794552340551073
1940,54,"1900",0.00219855258626867
1941,54,"1900",7.73312069554167e-07
1942,54,"1900",0.000112478269153122
1943,54,"1900",2.409029585838e-05
1944,54,"1900",0.014849014915752
1945,54,"1900",0.00547664002852648
1946,54,"1900",0.000291524951438741
1947,54,"1900",0.355679371789648
1948,54,"1900",0.00491558596587016
1949,54,"1900",0.00345394881199834
1950,54,"1900",0.0348609575837198
1951,54,"1900",0.000244657244899671
1952,54,"1900",0.000138504667259968
1953,54,"1900",7.81404060097138e-06
1954,54,"1900",0
1955,54,"1900",0.0249074552413744
1956,54,"1900",0.000699176450970192
1957,54,"1900",0.00614703085721537
1958,54,"1900",0.00133789476150691
1959,54,"1900",0.00502886744148582
1960,54,"1900",0.00194030994592495
1961,54,"1900",0.00200701576538367
1962,54,"1900",0.0123010125326718
1963,54,"1900",0.000521797856466843
1964,54,"1900",0.0390917268436164
1965,54,"1900",0.000162487591613532
1966,54,"1900",0.000199190946717832
1967,54,"1900",0.00111124742426667
1968,54,"1900",0.000211564682131223
1969,54,"1900",0.00013256304240242
1970,54,"1900",4.35709935859241e-05
1971,54,"1900",0.000235106746384362
1972,54,"1900",0.00564462290661905
1973,54,"1900",1.01882865739971e-05
1974,54,"1900",0.000214877223723786
1975,54,"1900",0
1976,54,"1900",0.301698245472544
1977,54,"1900",0.996872714121146
1978,54,"1900",0.000386071274868979
1979,54,"1900",0.0289527071156253
1980,54,"1900",5.27079758228302e-06
1981,54,"1900",0.0226358546438821
1982,54,"1900",0.035468782355607
1983,54,"1900",9.21531236504825e-05
1984,54,"1900",0
1985,54,"1900",0.154089011982443
1986,54,"1900",5.61510904215826e-05
1987,54,"1900",0.268858475208778
1988,54,"1900",0.257714737229887
1989,54,"1900",0.00547043656231537
1990,54,"1900",0.794472110927723
1991,54,"1900",0.721427392506596
1992,54,"1900",0.551397846298104
1993,54,"1900",0.00290252913428584
1994,54,"1900",0.650776301285269
1995,54,"1900",0.00134545662532283
1996,54,"1900",0.00041724664180801
1997,54,"1900",0
1998,54,"1900",3.7541725420995e-06
1999,54,"1900",0.000171347764188583
2000,54,"1900",0.000289510057901286
2001,54,"1900",0.258068461507478
2002,54,"1900",0.00976729982500658
1922,55,"1900",0.0259997590388315
1923,55,"1900",0.106235470930947
1924,55,"1900",0.98055596975481
1925,55,"1900",0.00512433016082506
1926,55,"1900",0.0714841833093565
1927,55,"1900",0.00601364415986792
1928,55,"1900",0.0034680682111071
1929,55,"1900",0.481987867282457
1930,55,"1900",0.0302610942191453
1931,55,"1900",0.970259884624705
1932,55,"1900",0.0671840873074044
1933,55,"1900",0.206912863528742
1934,55,"1900",0.0939446029686145
1935,55,"1900",0.02986208608122
1936,55,"1900",0.039969881165986
1937,55,"1900",0.0559827678858871
1938,55,"1900",0.00490483954674161
1939,55,"1900",0.570426401762718
1940,55,"1900",0.00132836343506724
1941,55,"1900",0.00250941946188844
1942,55,"1900",0.0143273724895979
1943,55,"1900",0.0114577914392446
1944,55,"1900",0.0799663497461158
1945,55,"1900",0.063000026281859
1946,55,"1900",0.00890154753195243
1947,55,"1900",0.113811663721438
1948,55,"1900",0.0513160348546953
1949,55,"1900",0.0442068635493299
1950,55,"1900",0.0960234488362926
1951,55,"1900",0.00408999840338767
1952,55,"1900",0.0174944537401612
1953,55,"1900",0.0165126982757105
1954,55,"1900",0.00410603523385796
1955,55,"1900",0.0724298030955609
1956,55,"1900",0.025313688788118
1957,55,"1900",0.0634650683542648
1958,55,"1900",0.0157619378183825
1959,55,"1900",0.064164311770874
1960,55,"1900",0.0382149669405462
1961,55,"1900",0.027264233069033
1962,55,"1900",0.0789905377676483
1963,55,"1900",0.00734233584789848
1964,55,"1900",0.0259225004252996
1965,55,"1900",0.00874557679135918
1966,55,"1900",0.0138032212877494
1967,55,"1900",0.0415251434292342
1968,55,"1900",0.0230533167080162
1969,55,"1900",0.0136068254595689
1970,55,"1900",0.00257094672861998
1971,55,"1900",0.0153219556598929
1972,55,"1900",0.0501855322783969
1973,55,"1900",0.00415515914886334
1974,55,"1900",0.0137113892185363
1975,55,"1900",0.00658881669986665
1976,55,"1900",0.121310524887076
1977,55,"1900",0.996224776374915
1978,55,"1900",0.0104600978694409
1979,55,"1900",0.154296944627847
1980,55,"1900",0.00412711422785779
1981,55,"1900",0.120752072435988
1982,55,"1900",0.122040485638364
1983,55,"1900",0.0270369911751097
1984,55,"1900",0.0028102137529471
1985,55,"1900",0.0513509568896409
1986,55,"1900",0.00753053995927864
1987,55,"1900",0.079958314275178
1988,55,"1900",0.0904015724260034
1989,55,"1900",0.0454379404421062
1990,55,"1900",0.619916941348006
1991,55,"1900",0.550803430075154
1992,55,"1900",0.22366016206156
1993,55,"1900",0.041954405252738
1994,55,"1900",0.368405831401774
1995,55,"1900",0.0360807723501226
1996,55,"1900",0.0230008866477206
1997,55,"1900",0.00538955650459277
1998,55,"1900",0.00142437185335487
1999,55,"1900",0.0189606018696576
2000,55,"1900",0.00890957332751205
2001,55,"1900",0.100969540321873
2002,55,"1900",0.0696158503682964
1922,53,"2000",5.48098665059627e-05
1923,53,"2000",0.437164084422105
1924,53,"2000",0.986185006296673
1925,53,"2000",0
1926,53,"2000",0.335400389740214
1927,53,"2000",0
1928,53,"2000",0.299472405994913
1929,53,"2000",0.833836933039843
1930,53,"2000",7.29786615997586e-05
1931,53,"2000",0.984444960536837
1932,53,"2000",0
1933,53,"2000",0.651597768731803
1934,53,"2000",0.449680896506015
1935,53,"2000",0
1936,53,"2000",0
1937,53,"2000",0.0126580476932335
1938,53,"2000",0
1939,53,"2000",0.876866081909555
1940,53,"2000",0.177638587210625
1941,53,"2000",0
1942,53,"2000",0
1943,53,"2000",0
1944,53,"2000",0.324598783314535
1945,53,"2000",0.000144116922421921
1946,53,"2000",0
1947,53,"2000",0.590096735417883
1948,53,"2000",0
1949,53,"2000",0
1950,53,"2000",0.00844272830029332
1951,53,"2000",7.47300656655199e-07
1952,53,"2000",0
1953,53,"2000",0
1954,53,"2000",0
1955,53,"2000",0.0309882963149909
1956,53,"2000",0
1957,53,"2000",0
1958,53,"2000",8.37081436064608e-05
1959,53,"2000",0.277418893660404
1960,53,"2000",0.0314951138769467
1961,53,"2000",3.9442861898072e-05
1962,53,"2000",0.000360554658384542
1963,53,"2000",9.61573593120561e-05
1964,53,"2000",0.332118288497521
1965,53,"2000",0
1966,53,"2000",0
1967,53,"2000",0
1968,53,"2000",0
1969,53,"2000",0
1970,53,"2000",0
1971,53,"2000",0
1972,53,"2000",0
1973,53,"2000",0
1974,53,"2000",0
1975,53,"2000",0
1976,53,"2000",0.517261609953657
1977,53,"2000",0.996853918533692
1978,53,"2000",0
1979,53,"2000",0.118778028861437
1980,53,"2000",0
1981,53,"2000",0.263153281340007
1982,53,"2000",0.00424386263204938
1983,53,"2000",0
1984,53,"2000",0
1985,53,"2000",0.457262546175623
1986,53,"2000",0
1987,53,"2000",0.578152650149603
1988,53,"2000",0.541649470402801
1989,53,"2000",0.194896819389804
1990,53,"2000",0.861445931256395
1991,53,"2000",0.79560117075198
1992,53,"2000",0.682928653525067
1993,53,"2000",0
1994,53,"2000",0.810688439808392
1995,53,"2000",0
1996,53,"2000",0.000336995032491961
1997,53,"2000",0.00818974559412684
1998,53,"2000",0.0257133600008773
1999,53,"2000",0
2000,53,"2000",0.0670922048125417
2001,53,"2000",0.489725225345242
2002,53,"2000",8.29385406457837e-05
1922,54,"2000",0.00066662851843801
1923,54,"2000",0.0491337082983552
1924,54,"2000",0.980446074563861
1925,54,"2000",0
1926,54,"2000",0.0184249916910956
1927,54,"2000",0
1928,54,"2000",0.03221792555089
1929,54,"2000",0.687102081460925
1930,54,"2000",0.00223316318984529
1931,54,"2000",0.976585563730283
1932,54,"2000",0.00559842469948987
1933,54,"2000",0.42546389458066
1934,54,"2000",0.0727460614372908
1935,54,"2000",0.000864938681041299
1936,54,"2000",0.00142241548859974
1937,54,"2000",0.00095421155506386
1938,54,"2000",8.78159529778379e-05
1939,54,"2000",0.772602853171231
1940,54,"2000",0.00969323713991685
1941,54,"2000",1.35096690945441e-06
1942,54,"2000",8.01391935679493e-05
1943,54,"2000",3.01867371534879e-05
1944,54,"2000",0.0130964318179178
1945,54,"2000",0.00560473547030124
1946,54,"2000",0.000275119386298749
1947,54,"2000",0.334478141703932
1948,54,"2000",0.0051413750510672
1949,54,"2000",0.00374760757067541
1950,54,"2000",0.0355438061233324
1951,54,"2000",0.000265155919677802
1952,54,"2000",0.000158957259712349
1953,54,"2000",9.57555178936143e-06
1954,54,"2000",0
1955,54,"2000",0.0178410505352905
1956,54,"2000",0.000718862071066213
1957,54,"2000",0.00808563717129553
1958,54,"2000",0.00131123683091245
1959,54,"2000",0.00526018095785063
1960,54,"2000",0.00162410946068154
1961,54,"2000",0.00138276889141371
1962,54,"2000",0.0053738852876474
1963,54,"2000",0.000528390116828172
1964,54,"2000",0.049086858226244
1965,54,"2000",0.000225219352853707
1966,54,"2000",0.000112683371027171
1967,54,"2000",0.00473573067090068
1968,54,"2000",3.21425400548599e-05
1969,54,"2000",0.000142242371790015
1970,54,"2000",0.000166670204759392
1971,54,"2000",0.0001053569675211
1972,54,"2000",0.00502932818894449
1973,54,"2000",1.36424252858451e-05
1974,54,"2000",0.000224149009467754
1975,54,"2000",0
1976,54,"2000",0.245660801635424
1977,54,"2000",0.996147209165277
1978,54,"2000",0.000515097234568578
1979,54,"2000",0.0242380055127369
1980,54,"2000",6.19740525582149e-06
1981,54,"2000",0.0180375691656322
1982,54,"2000",0.0308132107678828
1983,54,"2000",0.000107181926363297
1984,54,"2000",0
1985,54,"2000",0.148658152111208
1986,54,"2000",6.52086205736236e-05
1987,54,"2000",0.240576161449977
1988,54,"2000",0.247280164703168
1989,54,"2000",0.00345704655898645
1990,54,"2000",0.755613036971058
1991,54,"2000",0.66805699685538
1992,54,"2000",0.499074624019573
1993,54,"2000",0.0022520662241746
1994,54,"2000",0.627672979445672
1995,54,"2000",0.00141881368397251
1996,54,"2000",0.000364436749215739
1997,54,"2000",1.70853775782671e-06
1998,54,"2000",3.99823638579459e-06
1999,54,"2000",0.000253657308841297
2000,54,"2000",0.000229825164503072
2001,54,"2000",0.184917264876956
2002,54,"2000",0.0099855370717717
1922,55,"2000",0.0211765005508771
1923,55,"2000",0.0894428033462976
1924,55,"2000",0.970050049700887
1925,55,"2000",0.00430796454304153
1926,55,"2000",0.0484219461858247
1927,55,"2000",0.0065564568563779
1928,55,"2000",0.00107531790818772
1929,55,"2000",0.422110379736162
1930,55,"2000",0.0425353443872667
1931,55,"2000",0.959400794914791
1932,55,"2000",0.0743411411986897
1933,55,"2000",0.116112854879248
1934,55,"2000",0.084627502638872
1935,55,"2000",0.02766332330601
1936,55,"2000",0.0405007646632781
1937,55,"2000",0.0366828582133342
1938,55,"2000",0.00667743069468329
1939,55,"2000",0.550515427104543
1940,55,"2000",0.00418742028412966
1941,55,"2000",0.00333202631638982
1942,55,"2000",0.0175475263520096
1943,55,"2000",0.0092242057620616
1944,55,"2000",0.0728934678206586
1945,55,"2000",0.0590974738075226
1946,55,"2000",0.00840769514018325
1947,55,"2000",0.082060097049017
1948,55,"2000",0.0599683517457836
1949,55,"2000",0.0396657531200667
1950,55,"2000",0.0688109617874875
1951,55,"2000",0.00425380921172376
1952,55,"2000",0.0186443679321113
1953,55,"2000",0.0190798373926528
1954,55,"2000",0.00586753749712188
1955,55,"2000",0.082049252829816
1956,55,"2000",0.0254538528751211
1957,55,"2000",0.0610376519767877
1958,55,"2000",0.0169595409364048
1959,55,"2000",0.071435282066935
1960,55,"2000",0.0416565672212931
1961,55,"2000",0.0267944360265851
1962,55,"2000",0.0636370837285915
1963,55,"2000",0.00524977808115696
1964,55,"2000",0.0335760073500702
1965,55,"2000",0.0104894383391293
1966,55,"2000",0.0155719695506946
1967,55,"2000",0.0636912558603901
1968,55,"2000",0.0176948886838813
1969,55,"2000",0.0091274811308806
1970,55,"2000",0.00270008698121674
1971,55,"2000",0.0118859973704049
1972,55,"2000",0.0495260688117072
1973,55,"2000",0.00484974406333531
1974,55,"2000",0.0137708378586079
1975,55,"2000",0.00990902520993032
1976,55,"2000",0.10493019365444
1977,55,"2000",0.995187848921324
1978,55,"2000",0.0111721836526608
1979,55,"2000",0.129185211968487
1980,55,"2000",0.00218344429731984
1981,55,"2000",0.107245559854335
1982,55,"2000",0.122317358155395
1983,55,"2000",0.0281427577720149
1984,55,"2000",0.00280146123208814
1985,55,"2000",0.0459245403592192
1986,55,"2000",0.0114691568565893
1987,55,"2000",0.0704093323821206
1988,55,"2000",0.0728876473581875
1989,55,"2000",0.0450218394787164
1990,55,"2000",0.541118735314931
1991,55,"2000",0.447873285133388
1992,55,"2000",0.173630339323683
1993,55,"2000",0.0463404064746724
1994,55,"2000",0.338010013958888
1995,55,"2000",0.0644949178729479
1996,55,"2000",0.0134902269091586
1997,55,"2000",0.0050722488925222
1998,55,"2000",0.00407917373997533
1999,55,"2000",0.0194203251778101
2000,55,"2000",0.00984214107287965
2001,55,"2000",0.113872637288308
2002,55,"2000",0.0651922961332194
1922,53,"2100",3.03989286349906e-05
1923,53,"2100",0.371663878043231
1924,53,"2100",0.986920141858983
1925,53,"2100",0
1926,53,"2100",0.306394583803055
1927,53,"2100",0
1928,53,"2100",0.299597643059749
1929,53,"2100",0.797958268090304
1930,53,"2100",0
1931,53,"2100",0.978226162983516
1932,53,"2100",0
1933,53,"2100",0.586903582528923
1934,53,"2100",0.440783093663762
1935,53,"2100",0
1936,53,"2100",0
1937,53,"2100",0.0125449521587109
1938,53,"2100",0
1939,53,"2100",0.880136436420482
1940,53,"2100",0.158237884652392
1941,53,"2100",0
1942,53,"2100",0
1943,53,"2100",0
1944,53,"2100",0.324707044535262
1945,53,"2100",0.000168450403364203
1946,53,"2100",0
1947,53,"2100",0.574067397584169
1948,53,"2100",0
1949,53,"2100",0.000114199046643786
1950,53,"2100",0.011581040849481
1951,53,"2100",2.40374016090341e-06
1952,53,"2100",0
1953,53,"2100",0
1954,53,"2100",0
1955,53,"2100",0.0247900850625013
1956,53,"2100",0
1957,53,"2100",0.000450752722425681
1958,53,"2100",9.11860706303762e-05
1959,53,"2100",0.335063310967042
1960,53,"2100",0.011679200462042
1961,53,"2100",0
1962,53,"2100",0.00056016035777587
1963,53,"2100",0.000133138511359074
1964,53,"2100",0.258671018251439
1965,53,"2100",0
1966,53,"2100",0
1967,53,"2100",0
1968,53,"2100",0
1969,53,"2100",0
1970,53,"2100",0
1971,53,"2100",0
1972,53,"2100",0
1973,53,"2100",0
1974,53,"2100",0
1975,53,"2100",0
1976,53,"2100",0.531659099592279
1977,53,"2100",0.996330652151637
1978,53,"2100",0
1979,53,"2100",0.125321348054459
1980,53,"2100",0
1981,53,"2100",0.293624905018895
1982,53,"2100",0.00444711194840262
1983,53,"2100",0
1984,53,"2100",7.93292406830912e-07
1985,53,"2100",0.469740432171764
1986,53,"2100",0
1987,53,"2100",0.52266934381533
1988,53,"2100",0.607918350016765
1989,53,"2100",0.228736966070721
1990,53,"2100",0.837185322443333
1991,53,"2100",0.746817528782223
1992,53,"2100",0.684807129335508
1993,53,"2100",0
1994,53,"2100",0.757035123632078
1995,53,"2100",0
1996,53,"2100",0.00265602046589841
1997,53,"2100",0.00896700424054841
1998,53,"2100",0.0263331639548314
1999,53,"2100",0
2000,53,"2100",0.0851417157883318
2001,53,"2100",0.472807041533687
2002,53,"2100",5.87734308346961e-05
1922,54,"2100",0.000180023284361387
1923,54,"2100",0.0359035607199124
1924,54,"2100",0.981519656562211
1925,54,"2100",0
1926,54,"2100",0.0152980308784536
1927,54,"2100",0
1928,54,"2100",0.0348045399704813
1929,54,"2100",0.668146260463001
1930,54,"2100",0.00720032787690279
1931,54,"2100",0.964779684089448
1932,54,"2100",0.00333256433038796
1933,54,"2100",0.370633164790745
1934,54,"2100",0.0729712631511583
1935,54,"2100",0.000203500287402349
1936,54,"2100",0.00201574107223115
1937,54,"2100",0.00113097649885035
1938,54,"2100",7.84775127037854e-05
1939,54,"2100",0.777308539810917
1940,54,"2100",0.00454938898144696
1941,54,"2100",1.8182718338578e-06
1942,54,"2100",0.000252785779272229
1943,54,"2100",4.24831538378168e-05
1944,54,"2100",0.0193897462711551
1945,54,"2100",0.00424703958213473
1946,54,"2100",0.000276578833470004
1947,54,"2100",0.297002112346491
1948,54,"2100",0.0040225391382162
1949,54,"2100",0.00747129836045744
1950,54,"2100",0.0342693332006195
1951,54,"2100",0.000358825113141649
1952,54,"2100",0.000107921930721111
1953,54,"2100",1.11597397846893e-05
1954,54,"2100",0
1955,54,"2100",0.00426435834056721
1956,54,"2100",0.000686716843418145
1957,54,"2100",0.0105415675941409
1958,54,"2100",0.00140105249282063
1959,54,"2100",0.0100429571952597
1960,54,"2100",0.00146908289498379
1961,54,"2100",0.00141306131111164
1962,54,"2100",0.0123394258849759
1963,54,"2100",0.000528302404219884
1964,54,"2100",0.022569389689999
1965,54,"2100",0.000217707123625374
1966,54,"2100",0.000448563850439284
1967,54,"2100",0.00269371153854595
1968,54,"2100",0.000716293784622208
1969,54,"2100",0.000152466221639913
1970,54,"2100",5.49537960441062e-05
1971,54,"2100",0.000126143573058964
1972,54,"2100",0.00627190722205935
1973,54,"2100",3.27549143756106e-06
1974,54,"2100",0.000224093823059995
1975,54,"2100",0
1976,54,"2100",0.259755450037473
1977,54,"2100",0.995324925893333
1978,54,"2100",0.000291363598461563
1979,54,"2100",0.0224906828228888
1980,54,"2100",1.10486287861207e-05
1981,54,"2100",0.0196173797049051
1982,54,"2100",0.0348055695555962
1983,54,"2100",0.000387664804370699
1984,54,"2100",0
1985,54,"2100",0.0969246924402519
1986,54,"2100",7.23130567137693e-05
1987,54,"2100",0.204222820399915
1988,54,"2100",0.354147579406342
1989,54,"2100",0.00374138567868305
1990,54,"2100",0.711726977969763
1991,54,"2100",0.581096297165244
1992,54,"2100",0.490159602626535
1993,54,"2100",0.00224753702817138
1994,54,"2100",0.586478271026266
1995,54,"2100",0.00131237363814428
1996,54,"2100",0.000337998586309793
1997,54,"2100",0
1998,54,"2100",4.17933758365489e-06
1999,54,"2100",0.000245625498645496
2000,54,"2100",0.000234320715656069
2001,54,"2100",0.139220355010939
2002,54,"2100",0.00990596478559284
1922,55,"2100",0.0313686411781394
1923,55,"2100",0.0871219303454419
1924,55,"2100",0.969949822945735
1925,55,"2100",0.00538722737494059
1926,55,"2100",0.0508189869554996
1927,55,"2100",0.00655793183322155
1928,55,"2100",0.00518789170383316
1929,55,"2100",0.359491447105008
1930,55,"2100",0.042211307203295
1931,55,"2100",0.940198952226112
1932,55,"2100",0.0834780678173125
1933,55,"2100",0.0771726090206514
1934,55,"2100",0.078906470200063
1935,55,"2100",0.0202506225393697
1936,55,"2100",0.037502773792878
1937,55,"2100",0.0394773598079192
1938,55,"2100",0.00643347527466891
1939,55,"2100",0.568979413715423
1940,55,"2100",0.00288290387778039
1941,55,"2100",0.00291293324956753
1942,55,"2100",0.0188011147647711
1943,55,"2100",0.0103082881992971
1944,55,"2100",0.0564600745945548
1945,55,"2100",0.0659225314865269
1946,55,"2100",0.00759519801924191
1947,55,"2100",0.0674189897119263
1948,55,"2100",0.0608109916471222
1949,55,"2100",0.0620527773278455
1950,55,"2100",0.0902247485407358
1951,55,"2100",0.00367187215926529
1952,55,"2100",0.0171804993283374
1953,55,"2100",0.01336530249956
1954,55,"2100",0.0061584767935091
1955,55,"2100",0.0819023207162814
1956,55,"2100",0.0257844535858925
1957,55,"2100",0.0575957238275764
1958,55,"2100",0.0170007411037139
1959,55,"2100",0.0713952874868306
1960,55,"2100",0.0453561770615915
1961,55,"2100",0.0270344269347051
1962,55,"2100",0.0761129169224279
1963,55,"2100",0.00506934183115077
1964,55,"2100",0.0247552405704672
1965,55,"2100",0.00545194307766792
1966,55,"2100",0.0191974976525163
1967,55,"2100",0.0560431824865878
1968,55,"2100",0.0229249959752256
1969,55,"2100",0.00904921895104561
1970,55,"2100",0.00296782476383025
1971,55,"2100",0.0128144581812484
1972,55,"2100",0.0462805390487509
1973,55,"2100",0.00576954389140189
1974,55,"2100",0.0136735004798097
1975,55,"2100",0.00753220586548491
1976,55,"2100",0.112188647794748
1977,55,"2100",0.994076075801568
1978,55,"2100",0.0115573214645675
1979,55,"2100",0.139818508373675
1980,55,"2100",0.00227622800249845
1981,55,"2100",0.0961911168076647
1982,55,"2100",0.119199251315414
1983,55,"2100",0.0309868302958896
1984,55,"2100",0.00294205892974792
1985,55,"2100",0.0457568360422007
1986,55,"2100",0.0125615779434593
1987,55,"2100",0.0615400591933205
1988,55,"2100",0.133635091425643
1989,55,"2100",0.0495629702078636
1990,55,"2100",0.478213933204441
1991,55,"2100",0.353059504303512
1992,55,"2100",0.15527011186033
1993,55,"2100",0.0490601950377671
1994,55,"2100",0.245465483541423
1995,55,"2100",0.0517669963262803
1996,55,"2100",0.0153236857926469
1997,55,"2100",0.00532471359812034
1998,55,"2100",0.00366133890250833
1999,55,"2100",0.020986021475203
2000,55,"2100",0.00679132482369989
2001,55,"2100",0.0941921847662416
2002,55,"2100",0.0625716528336845
1922,53,"2200",0
1923,53,"2200",0.0545260730739851
1924,53,"2200",0.963487353615629
1925,53,"2200",0
1926,53,"2200",0.149836792527812
1927,53,"2200",0
1928,53,"2200",0.178543570799691
1929,53,"2200",0.672981346624678
1930,53,"2200",0.000348516533403136
1931,53,"2200",0.942868339713914
1932,53,"2200",0
1933,53,"2200",0.41154953834622
1934,53,"2200",0.145486185225812
1935,53,"2200",0
1936,53,"2200",0
1937,53,"2200",0.000134760148051069
1938,53,"2200",0
1939,53,"2200",0.816190040467407
1940,53,"2200",0.102746573825479
1941,53,"2200",0
1942,53,"2200",0
1943,53,"2200",0
1944,53,"2200",0.182380193409312
1945,53,"2200",0.000151771151994883
1946,53,"2200",0
1947,53,"2200",0.473854157921486
1948,53,"2200",0
1949,53,"2200",0
1950,53,"2200",0.00968301773835021
1951,53,"2200",8.08633983083754e-06
1952,53,"2200",0
1953,53,"2200",0
1954,53,"2200",0
1955,53,"2200",0.00205167941042379
1956,53,"2200",0
1957,53,"2200",0
1958,53,"2200",2.42888384181878e-05
1959,53,"2200",0.0343769996759647
1960,53,"2200",9.51092767720646e-06
1961,53,"2200",0
1962,53,"2200",6.70969972358825e-05
1963,53,"2200",1.2122001996267e-05
1964,53,"2200",0.128053211919704
1965,53,"2200",0
1966,53,"2200",0
1967,53,"2200",0
1968,53,"2200",0
1969,53,"2200",0
1970,53,"2200",0
1971,53,"2200",0
1972,53,"2200",0
1973,53,"2200",0
1974,53,"2200",0
1975,53,"2200",0
1976,53,"2200",0.174335206175468
1977,53,"2200",0.99453130287534
1978,53,"2200",0
1979,53,"2200",0.0246387831793354
1980,53,"2200",0
1981,53,"2200",0.0394365832243269
1982,53,"2200",0.00393170878575781
1983,53,"2200",0
1984,53,"2200",0
1985,53,"2200",0.158050567311833
1986,53,"2200",0
1987,53,"2200",0.235840814302764
1988,53,"2200",0.399065268279058
1989,53,"2200",0.163852643389661
1990,53,"2200",0.646239998620766
1991,53,"2200",0.528490178425503
1992,53,"2200",0.593074128806281
1993,53,"2200",0
1994,53,"2200",0.633465958945991
1995,53,"2200",0
1996,53,"2200",5.23159015282604e-05
1997,53,"2200",0.00186025926237289
1998,53,"2200",0.020235719147807
1999,53,"2200",0
2000,53,"2200",0.0570780507770604
2001,53,"2200",0.311266258152651
2002,53,"2200",0
